No;code;202;203;204;205;206;207;208;209;210;211
143;1.1-1-169;104833,33;104833,33;104833,33;104833,33;104833,33;104833,33;104833,33;104833,33;104833,33;104833,33
144;1.1-1-170;169472,22;169472,22;169472,22;169472,22;169472,22;169472,22;169472,22;171888,89;171888,89;171888,89
145;1.1-1-171;209916,67;209916,67;209916,67;209916,67;209916,67;209916,67;209916,67;209916,67;209916,67;209916,67
146;1.1-1-172;148333,33;148333,33;148333,33;148333,33;148333,33;148333,33;148333,33;148333,33;148333,33;148333,33
147;1.1-1-176;12000;12000;12000;13100;13100;13100;13100;13100;13100;13100
148;1.1-1-177;180;180;180;180;180;180;180;180;180;180
149;1.1-1-178;43069,87;43069,87;43069,87;43069,87;43069,87;43069,87;43069,87;43069,87;43069,87;43069,87
150;1.1-1-179;281666,67;281666,67;281666,67;281666,67;281666,67;281666,67;281666,67;281666,67;281666,67;281666,67
151;1.1-1-180;428;429;429;350,46;350,46;350,46;350,46;350,46;350,46;350,46
152;1.1-1-181;78291,67;78291,67;78291,67;78291,67;78291,67;78291,67;78291,67;93500;93500;93500
153;1.1-1-182;2250;2250;2479,01;2479,01;2479,01;2479,01;2479,01;2479,01;2479,01;2479,01
154;1.1-1-183;116400;116400;116400;116400;116400;124884,44;133217,78;133217,78;133217,78;133217,78
155;1.1-1-184;43200;43200;43200;43200;43200;40000;40000;40000;40000;40000
156;1.1-1-185;68266,26;68266,26;68266,26;68266,26;68266,26;56114,72;47781,39;47781,39;47781,39;47781,39
157;1.1-1-186;309355,93;309355,93;309355,93;309355,93;309355,93;309355,93;309355,93;309355,93;309355,93;309355,93
158;1.1-1-189;56500;56500;56500;56500;56500;56500;56500;56500;56500;56500
159;1.1-1-190;83000;83000;83000;83000;83000;83000;83000;83000;83000;83000
160;1.1-1-193;47000;47000;70000;70000;70000;70000;70000;70000;70000;70000
161;1.1-1-194;64000;64000;66000;64000;66000;73000;73000;73000;73000;73000
162;1.1-1-196;34152,68;34152,68;34152,68;34152,68;34152,68;34152,68;34152,68;34152,68;34152,68;34152,68
163;1.1-1-197;45000;45000;55000;45000;55000;65000;65000;65000;65000;65000
164;1.1-1-198;55000;55000;65000;55000;65000;65000;65000;65000;65000;65000
165;1.1-1-200;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
166;1.1-1-201;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
167;1.1-1-202;8000;8000;8000;8000;8000;8000;8000;8000;8000;8000
168;1.1-1-204;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72
169;1.1-1-205;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
170;1.1-1-206;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
171;1.1-1-207;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
172;1.1-1-208;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72;3322,72
173;1.1-1-210;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
174;1.1-1-211;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
175;1.1-1-212;7083,33;7500;7500;7500;7500;7500;7500;7500;7500;7500
176;1.1-1-213;1721,51;1721,51;1721,51;1721,51;1721,51;1721,51;1721,51;1721,51;1721,51;1721,51
177;1.1-1-214;5578,44;5578,44;5578,44;5578,44;5578,44;5578,44;5578,44;5578,44;5578,44;5578,44
178;1.1-1-215;12685;12685;12685;12685;12685;14500;14500;14500;14500;14500
179;1.1-1-216;11399,15;10207,36;11613,93;11660,06;11660,06;12049,15;12049,15;11407,84;11407,84;11407,84
180;1.1-1-217;11393,53;11393,53;13020,83;13020,83;13020,83;13020,83;13020,83;13020,83;13020,83;13020,83
181;1.1-1-219;4610,38;4610,38;4610,38;4610,38;4610,38;4610,38;4610,38;4610,38;4610,38;4610,38
182;1.1-1-220;10500;10500;10500;10500;10500;10500;10500;10500;10500;10500
183;1.1-1-221;8671,76;7758,94;8065,2;8065,2;8065,2;8824,2;8824,2;8824,2;8824,2;8824,2
184;1.1-1-222;8671,58;8671,58;9013,95;9013,95;9013,95;9375;9375;9375;9375;9375
185;1.1-1-223;4661,02;4661,02;4661,02;4661,02;4661,02;4661,02;4661,02;4661,02;4661,02;4661,02
186;1.1-1-224;4484,89;4484,89;4484,89;4484,89;4484,89;4484,89;4484,89;4484,89;4484,89;4484,89
187;1.1-1-225;7200;7200;7200;7200;7200;7200;7200;7200;7200;7200
188;1.1-1-226;7200;7200;7200;5910,56;5910,56;5364,94;5364,94;5364,94;5364,94;5364,94
189;1.1-1-227;7200;7200;7200;7200;7200;7200;7200;7200;7200;7200
190;1.1-1-228;4067,8;4067,8;4067,8;4067,8;4067,8;4067,8;4067,8;4067,8;4067,8;4067,8
191;1.1-1-229;2620,48;2620,48;2620,48;2620,48;2620,48;2620,48;2620,48;2620,48;2620,48;2620,48
192;1.1-1-230;7200;7200;7200;7200;7200;7200;7200;7200;7200;7200
193;1.1-1-231;7200;7200;7200;7200;7200;7200;7200;7200;7200;7200
194;1.1-1-232;7200;7200;7200;7200;7200;7200;7200;7200;7200;7200
195;1.1-1-234;7366,67;7366,67;7366,67;7366,67;7366,67;7366,67;7366,67;7366,67;7366,67;7366,67
196;1.1-1-235;1916,67;1916,67;1916,67;2083,33;2083,33;2083,33;2083,33;2083,33;2083,33;2083,33
197;1.1-1-236;213716,67;213716,67;217516,67;217516,67;217516,67;217516,67;213758,33;213758,33;213758,33;213758,33
198;1.1-1-237;9,23;9,23;9,04;9,04;9,44;9,44;9,59;9,59;9,59;8,6
199;1.1-1-238;0,9;0,9;0,85;0,85;0,87;0,87;0,84;0,84;0,84;0,81
200;1.1-1-240;73,33;73,33;69,99;69,16;73,33;73,33;74,16;74,16;74,16;74,16
201;1.1-1-241;2197,62;2197,62;2066,67;2066,67;2066,67;2066,67;2066,67;2066,67;2066,67;2066,67
202;1.1-1-242;108333,33;108333,33;108333,33;108333,33;108333,33;108333,33;108333,33;108333,33;108333,33;100000
203;1.1-1-244;507,51;507,51;543,9;543,9;555,55;555,55;555,55;555,55;555,55;540,9
204;1.1-1-245;216,18;216,18;225,54;225,54;241,54;241,54;241,54;241,54;241,54;229,25
205;1.1-1-246;1513888,89;1513888,89;1513888,89;1513888,89;1513888,89;1513888,89;1513888,89;1513888,89;1513888,89;1375000
206;1.1-1-247;95816,67;95816,67;95816,67;95816,67;95816,67;95816,67;104075;104075;104075;106833,33
207;1.1-1-248;106,08;106,08;106,31;106,71;106,71;106,67;106,54;106,67;106,58;106,58
208;1.1-1-249;47,74;47,74;47,98;48,38;48,38;48,33;48,21;48,33;48,25;48,25
209;1.1-1-250;23364,41;23364,41;23364,41;23364,41;23364,41;23364,41;23364,41;23364,41;23364,41;23364,41
210;1.1-1-251;14,37;14,37;15,37;15,37;15,37;15,77;15,77;15,77;16,04;16,04
211;1.1-1-252;78,25;78,25;74,25;74,25;74,25;65,42;65,42;74,25;79,56;79,56
212;1.1-1-255;10428,86;10666,67;11333,33;11333,33;11333,33;11125,58;11125,58;11125,58;8975;8975
213;1.1-1-256;5435,19;5580,78;5580,78;5580,78;5580,78;5580,78;5580,78;5805,92;5784,12;5784,12
214;1.1-1-257;5622,69;5768,28;5768,28;5768,28;5768,28;5768,28;5768,28;5993,42;5971,62;5971,62
215;1.1-1-258;66258,33;66258,33;66258,33;66258,33;66258,33;66258,33;66258,33;66258,33;67225;67225
216;1.1-1-282;150,88;150,88;150,88;150,88;150,88;150,88;150,88;150,88;150,88;150,88
217;1.1-1-283;28,1;28,1;28,1;28,1;30,91;30,91;30,91;30,91;30,91;30,91
218;1.1-1-284;56,43;56,43;56,43;56,43;62,08;62,08;62,08;62,08;62,08;62,08
219;1.1-1-285;53,03;51,89;51,89;51,89;51,89;51,89;51,89;51,89;51,89;51,89
220;1.1-1-286;32,5;32,5;32,5;29,17;29,17;31,67;31,67;31,67;31,67;31,67
221;1.1-1-288;34;34;34;34;34;34;34;34;34;37,88
222;1.1-1-289;33,33;36,33;36,33;36,33;36,33;36,33;36,33;36,33;36,33;37,88
223;1.1-1-290;52,5;52,5;52,5;52,5;52,5;52,5;52,5;52,5;52,5;52,5
224;1.1-1-292;22,08;22,08;22,08;22,08;22,08;22,08;22,08;22,08;22,08;22,08
225;1.1-1-293;157,5;163,33;163,33;163,33;163,33;163,33;163,33;197,08;201,67;202,46
226;1.1-1-294;298,33;323,6;323,6;328,16;328,16;339,65;339,65;339,65;339,65;339,65
227;1.1-1-295;279,03;303,18;303,18;306,93;306,93;314,17;314,17;314,17;314,17;314,17
228;1.1-1-296;176486,11;179166,67;179166,67;187330;187330;187330;187330;187330;187330;196500
229;1.1-1-297;320;320;320;445;445;445;445;445;445;445
230;1.1-1-298;555;555;555;555;555;555;555;555;555;555
231;1.1-1-299;615;518;602;615;611;611;611;493;473;473
232;1.1-1-300;701;701;750;750;750;750;750;806;806;806
233;1.1-1-301;9350;9350;9350;9350;9350;9350;9640;9640;9640;9640
234;1.1-1-302;693,6;693,6;693,6;693,6;818,4;750;726,6;726,6;726,6;726,6
235;1.1-1-303;201,38;201,38;201,38;201,38;201,38;201,38;201,38;201,38;201,38;201,38
236;1.1-1-304;204,75;204,75;204,75;204,75;204,75;204,75;204,75;204,79;204,79;204,79
237;1.1-1-305;19,94;19,94;18,4;18,4;18,4;18,4;18,4;18,4;18,4;18,4
238;1.1-1-306;16,86;16,86;15,56;15,56;15,56;17,11;17,11;17,11;17,11;17,11
239;1.1-1-308;2990;2990;3250;2990;2990;2990;2990;2990;2990;2990
240;1.1-1-309;89,28;89,28;89,28;89,28;89,28;89,28;89,28;89,28;89,28;89,28
241;1.1-1-310;25783,33;25783,33;25783,33;25783,33;25783,33;27604,17;27604,17;27604,17;27604,17;24270,83
242;1.1-1-311;20411,92;20411,92;19161,92;19161,92;19861,92;19861,92;19722,07;19722,07;19022,07;19127,2
243;1.1-1-312;265,68;265,68;265,68;265,68;265,68;265,68;265,68;265,68;265,68;265,68
244;1.1-1-315;225,32;225,32;225,32;225,32;316,4;316,4;329,97;346,47;346,47;346,47
245;1.1-1-316;404,4;404,4;404,4;404,4;475,9;475,9;560,2;560,2;560,2;560,2
246;1.1-1-317;609,9;609,9;609,9;609,9;748,7;748,7;881,2;881,2;881,2;881,2
247;1.1-1-318;395,96;395,96;395,96;395,96;460,69;452,16;400,08;387,77;354,63;364,1
248;1.1-1-319;695,52;695,52;695,52;695,52;801,74;772,63;681,15;662,85;606,29;622,93
249;1.1-1-320;1038,56;1038,56;1038,56;1038,56;1197,16;1153,7;1017,09;989,77;905,32;930,16
250;1.1-1-321;150,69;150,69;150,69;150,69;241,46;241,46;241,46;253,53;253,53;253,53
251;1.1-1-322;3524,5;3524,5;3524,5;3524,5;3997,5;3997,5;3997,5;3997,5;4197,5;4197,5
252;1.1-1-323;1706,74;1706,74;1706,74;1706,74;2485,5;2485,5;2485,5;2609,78;2609,78;2609,78
253;1.1-1-324;2351,77;2351,77;2351,77;2351,77;3339,97;3339,97;3339,97;3506,97;3506,97;3506,97
254;1.1-1-325;3310,13;3310,13;3310,13;3310,13;4872,82;4872,82;4872,82;5116,46;5116,46;5116,46
255;1.1-1-326;4638,72;4638,72;4638,72;4638,72;6847,13;6847,13;6847,13;6847,13;6847,13;6847,13
256;1.1-1-327;6060,66;6060,66;6060,66;6060,66;9318,85;9318,85;9318,85;9318,85;9318,85;9318,85
257;1.1-1-328;6616,52;6616,52;6616,52;6616,52;10395,96;10395,96;10395,96;10395,96;10395,96;10395,96
258;1.1-1-329;7795,75;7795,75;7795,75;7795,75;12120,25;12120,25;12120,25;12120,25;12120,25;12120,25
259;1.1-1-330;455;455;455;455;455;455;455;455;455;455
260;1.1-1-332;62000;62000;62000;62000;62000;62000;62000;62000;62000;62000
261;1.1-1-333;54000;54000;54000;54000;54000;54000;54000;54000;54000;54000
262;1.1-1-334;35,75;35,75;35,75;35,75;35,75;35,75;35,75;35,75;35,75;35,75
263;1.1-1-335;125;125;125;125;125;125;125;125;125;125
264;1.1-1-336;5500;5500;5500;5500;5500;5500;5500;5500;5500;5500
265;1.1-1-337;47916,67;48750;49500;53658,33;63333,33;55833,33;55750;55750;50650;52983,33
266;1.1-1-338;46241,67;48333,33;49000;53408,33;60602,78;55241,67;54283,33;53033,33;50955,56;52983,33
267;1.1-1-339;44408,33;47908,33;49575;52825;52825;52825;52408,33;50741,67;51066,67;52825
268;1.1-1-340;47916,67;48750;49500;53658,33;63333,33;55833,33;55750;55750;50650;52983,33
269;1.1-1-341;46241,67;48333,33;49000;53408,33;60602,78;55241,67;54283,33;53033,33;50955,56;52983,33
270;1.1-1-342;44408,33;47908,33;49575;52825;52825;52825;52408,33;50741,67;51066,67;52825
271;1.1-1-346;9333,33;9333,33;9333,33;10912,15;9916,67;9333,33;9333,33;9333,33;9333,33;9333,33
272;1.1-1-347;136;136;136;136;136;136;136;136;136;136
273;1.1-1-348;49166,67;49166,67;49166,67;49166,67;42276,42;42276,42;42276,42;42276,42;42276,42;42276,42
274;1.1-1-349;15908,7;15908,7;15908,7;15908,7;15908,7;15908,7;15908,7;15908,7;15908,7;15908,7
275;1.1-1-351;16083,33;15875;13703,7;12641,67;12641,67;12641,67;12641,67;12908,33;12908,33;12908,33
276;1.1-1-352;14618,06;13441,67;13441,67;12826,39;12826,39;12826,39;12826,39;11943,06;11943,06;12766,67
277;1.1-1-353;16583,33;17166,67;15370,37;14916,67;14916,67;13337,62;13337,62;13337,62;13537,62;14625
278;1.1-1-355;16016,67;16016,67;16016,67;16016,67;16016,67;16927,08;16927,08;16927,08;16927,08;16927,08
279;1.1-1-356;16433,33;16433,33;16433,33;16433,33;16433,33;17343,75;17343,75;17343,75;17343,75;17343,75
