No;code;202;203;204;205;206;207;208;209;210;211
6099;1.1-1-7023;2731,08;2731,08;2731,08;2731,08;2731,08;2856,24;2856,24;2856,24;2856,24;2856,24
6100;1.1-1-7024;3144,92;3144,92;3144,92;3144,92;3144,92;3295,96;3295,96;3295,96;3295,96;3295,96
6101;1.1-1-7025;3660,74;3660,74;3660,74;3660,74;3660,74;3846,06;3846,06;3846,06;3846,06;3846,06
6102;1.1-1-7026;3992,06;3992,06;3992,06;3992,06;3992,06;4199,44;4199,44;4199,44;4199,44;4199,44
6103;1.1-1-7027;4530,24;4530,24;4530,24;4530,24;4530,24;4774,28;4774,28;4774,28;4774,28;4774,28
6104;1.1-1-7028;4927,16;4927,16;4927,16;4927,16;4927,16;5197,74;5197,74;5197,74;5197,74;5197,74
6105;1.1-1-7029;6560,7;6560,7;6560,7;6560,7;6560,7;6874,54;6874,54;6874,54;6874,54;6874,54
6106;1.1-1-7030;7011,16;7011,16;7011,16;7011,16;7011,16;7353,54;7353,54;7353,54;7353,54;7353,54
6107;1.1-1-7031;1059,24;1059,24;1059,24;1059,24;1059,24;1091,46;1091,46;1091,46;1091,46;1091,46
6108;1.1-1-7032;1123,04;1123,04;1123,04;1123,04;1123,04;1157,98;1157,98;1157,98;1157,98;1157,98
6109;1.1-1-7033;1186,62;1186,62;1186,62;1186,62;1186,62;1224,42;1224,42;1224,42;1224,42;1224,42
6110;1.1-1-7034;1306,32;1306,32;1306,32;1306,32;1306,32;1349,64;1349,64;1349,64;1349,64;1349,64
6111;1.1-1-7035;1396,6;1396,6;1396,6;1396,6;1396,6;1444,14;1444,14;1444,14;1444,14;1444,14
6112;1.1-1-7036;1476,8;1476,8;1476,8;1476,8;1476,8;1528,24;1528,24;1528,24;1528,24;1528,24
6113;1.1-1-7037;1704,82;1704,82;1704,82;1704,82;1704,82;1767,54;1767,54;1767,54;1767,54;1767,54
6114;1.1-1-7038;1717,06;1717,06;1717,06;1717,06;1717,06;1780,42;1780,42;1780,42;1780,42;1780,42
6115;1.1-1-7039;2503,16;2503,16;2503,16;2503,16;2503,16;2608,9;2608,9;2608,9;2608,9;2608,9
6116;1.1-1-7040;2891,68;2891,68;2891,68;2891,68;2891,68;3019,5;3019,5;3019,5;3019,5;3019,5
6117;1.1-1-7041;3329,32;3329,32;3329,32;3329,32;3329,32;3483,32;3483,32;3483,32;3483,32;3483,32
6118;1.1-1-7042;3874,72;3874,72;3874,72;3874,72;3874,72;4063,26;4063,26;4063,26;4063,26;4063,26
6119;1.1-1-7043;4225,76;4225,76;4225,76;4225,76;4225,76;4436,56;4436,56;4436,56;4436,56;4436,56
6120;1.1-1-7044;4815,02;4815,02;4815,02;4815,02;4815,02;5062,76;5062,76;5062,76;5062,76;5062,76
6121;1.1-1-7045;5225,16;5225,16;5225,16;5225,16;5225,16;5499,6;5499,6;5499,6;5499,6;5499,6
6122;1.1-1-7046;6910,1;6910,1;6910,1;6910,1;6910,1;7228,12;7228,12;7228,12;7228,12;7228,12
6123;1.1-1-7047;7385,74;7385,74;7385,74;7385,74;7385,74;7732,48;7732,48;7732,48;7732,48;7732,48
6124;1.1-1-7048;1281,54;1281,54;1281,54;1281,54;1281,54;1319,28;1319,28;1319,28;1319,28;1319,28
6125;1.1-1-7049;1351,82;1351,82;1351,82;1351,82;1351,82;1392,52;1392,52;1392,52;1392,52;1392,52
6126;1.1-1-7050;1486,84;1486,84;1486,84;1486,84;1486,84;1533,28;1533,28;1533,28;1533,28;1533,28
6127;1.1-1-7051;1586,28;1586,28;1586,28;1586,28;1586,28;1637,1;1637,1;1637,1;1637,1;1637,1
6128;1.1-1-7052;1675,36;1675,36;1675,36;1675,36;1675,36;1730,16;1730,16;1730,16;1730,16;1730,16
6129;1.1-1-7053;1930,54;1930,54;1930,54;1930,54;1930,54;1997;1997;1997;1997;1997
6130;1.1-1-7054;1944,18;1944,18;1944,18;1944,18;1944,18;2011,3;2011,3;2011,3;2011,3;2011,3
6131;1.1-1-7055;2828;2828;2828;2828;2828;2938,6;2938,6;2938,6;2938,6;2938,6
6132;1.1-1-7056;3257,34;3257,34;3257,34;3257,34;3257,34;3390,52;3390,52;3390,52;3390,52;3390,52
6133;1.1-1-7057;3752,36;3752,36;3752,36;3752,36;3752,36;3912,22;3912,22;3912,22;3912,22;3912,22
6134;1.1-1-7058;4365,3;4365,3;4365,3;4365,3;4365,3;4560,32;4560,32;4560,32;4560,32;4560,32
6135;1.1-1-7059;4765;4765;4765;4765;4765;4982,62;4982,62;4982,62;4982,62;4982,62
6136;1.1-1-7060;5435,26;5435,26;5435,26;5435,26;5435,26;5690,42;5690,42;5690,42;5690,42;5690,42
6137;1.1-1-7061;5899,08;5899,08;5899,08;5899,08;5899,08;6181,36;6181,36;6181,36;6181,36;6181,36
6138;1.1-1-7062;7695,84;7695,84;7695,84;7695,84;7695,84;8022,22;8022,22;8022,22;8022,22;8022,22
6139;1.1-1-7063;8228,2;8228,2;8228,2;8228,2;8228,2;8583,66;8583,66;8583,66;8583,66;8583,66
6140;1.1-1-7064;2184,5;2184,5;2184,5;2184,5;2184,5;2254,72;2254,72;2254,72;2254,72;2254,72
6141;1.1-1-7065;2199,82;2199,82;2199,82;2199,82;2199,82;2270,68;2270,68;2270,68;2270,68;2270,68
6142;1.1-1-7066;3195,64;3195,64;3195,64;3195,64;3195,64;3311,1;3311,1;3311,1;3311,1;3311,1
6143;1.1-1-7067;3683,98;3683,98;3683,98;3683,98;3683,98;3822,5;3822,5;3822,5;3822,5;3822,5
6144;1.1-1-7068;4244,86;4244,86;4244,86;4244,86;4244,86;4410,56;4410,56;4410,56;4410,56;4410,56
6145;1.1-1-7069;4942,92;4942,92;4942,92;4942,92;4942,92;5144,4;5144,4;5144,4;5144,4;5144,4
6146;1.1-1-7070;5393,72;5393,72;5393,72;5393,72;5393,72;5618,22;5618,22;5618,22;5618,22;5618,22
6147;1.1-1-7071;6165,74;6165,74;6165,74;6165,74;6165,74;6428,32;6428,32;6428,32;6428,32;6428,32
6148;1.1-1-7072;6690,58;6690,58;6690,58;6690,58;6690,58;6980,64;6980,64;6980,64;6980,64;6980,64
6149;1.1-1-7073;8620,24;8620,24;8620,24;8620,24;8620,24;8954,94;8954,94;8954,94;8954,94;8954,94
6150;1.1-1-7074;9221,5;9221,5;9221,5;9221,5;9221,5;9585,66;9585,66;9585,66;9585,66;9585,66
6151;1.1-1-7075;3611,1;3611,1;3611,1;3611,1;3611,1;3732,22;3732,22;3732,22;3732,22;3732,22
6152;1.1-1-7076;4162,32;4162,32;4162,32;4162,32;4162,32;4307,1;4307,1;4307,1;4307,1;4307,1
6153;1.1-1-7077;4793,18;4793,18;4793,18;4793,18;4793,18;4965,74;4965,74;4965,74;4965,74;4965,74
6154;1.1-1-7078;5577,7;5577,7;5577,7;5577,7;5577,7;5786,74;5786,74;5786,74;5786,74;5786,74
6155;1.1-1-7079;6120,42;6120,42;6120,42;6120,42;6120,42;6352,88;6352,88;6352,88;6352,88;6352,88
6156;1.1-1-7080;6960,68;6960,68;6960,68;6960,68;6960,68;7231,9;7231,9;7231,9;7231,9;7231,9
6157;1.1-1-7081;7557,78;7557,78;7557,78;7557,78;7557,78;7856,94;7856,94;7856,94;7856,94;7856,94
6158;1.1-1-7082;9626,48;9626,48;9626,48;9626,48;9626,48;9970,92;9970,92;9970,92;9970,92;9970,92
6159;1.1-1-7083;10299,66;10299,66;10299,66;10299,66;10299,66;10673,98;10673,98;10673,98;10673,98;10673,98
6160;1.1-1-7084;5643,82;5643,82;5643,82;5643,82;5643,82;5824,2;5824,2;5824,2;5824,2;5824,2
6161;1.1-1-7085;6597,54;6597,54;6597,54;6597,54;6597,54;6815,18;6815,18;6815,18;6815,18;6815,18
6162;1.1-1-7086;7202,24;7202,24;7202,24;7202,24;7202,24;7443,8;7443,8;7443,8;7443,8;7443,8
6163;1.1-1-7087;8195,82;8195,82;8195,82;8195,82;8195,82;8476,92;8476,92;8476,92;8476,92;8476,92
6164;1.1-1-7088;8904,16;8904,16;8904,16;8904,16;8904,16;9213,76;9213,76;9213,76;9213,76;9213,76
6165;1.1-1-7089;11178,94;11178,94;11178,94;11178,94;11178,94;11534,5;11534,5;11534,5;11534,5;11534,5
6166;1.1-1-7090;11965;11965;11965;11965;11965;12350,96;12350,96;12350,96;12350,96;12350,96
6167;1.1-1-7091;8356,62;8356,62;8356,62;8356,62;8356,62;8609,56;8609,56;8609,56;8609,56;8609,56
6168;1.1-1-7092;9496,1;9496,1;9496,1;9496,1;9496,1;9789,54;9789,54;9789,54;9789,54;9789,54
6169;1.1-1-7093;10311,16;10311,16;10311,16;10311,16;10311,16;10633,72;10633,72;10633,72;10633,72;10633,72
6170;1.1-1-7094;12798,24;12798,24;12798,24;12798,24;12798,24;13167,7;13167,7;13167,7;13167,7;13167,7
6171;1.1-1-7095;13700,58;13700,58;13700,58;13700,58;13700,58;14101,06;14101,06;14101,06;14101,06;14101,06
6172;1.1-1-7096;763,32;763,32;763,32;763,32;763,32;787,08;787,08;787,08;787,08;787,08
6173;1.1-1-7097;810,5;810,5;810,5;810,5;810,5;836,3;836,3;836,3;836,3;836,3
6174;1.1-1-7098;857,22;857,22;857,22;857,22;857,22;885,18;885,18;885,18;885,18;885,18
6175;1.1-1-7099;945,14;945,14;945,14;945,14;945,14;977,26;977,26;977,26;977,26;977,26
6176;1.1-1-7100;1011,26;1011,26;1011,26;1011,26;1011,26;1046,6;1046,6;1046,6;1046,6;1046,6
6177;1.1-1-7101;1070,08;1070,08;1070,08;1070,08;1070,08;1108,34;1108,34;1108,34;1108,34;1108,34
6178;1.1-1-7102;1235,66;1235,66;1235,66;1235,66;1235,66;1282,48;1282,48;1282,48;1282,48;1282,48
6179;1.1-1-7103;1244,6;1244,6;1244,6;1244,6;1244,6;1291,9;1291,9;1291,9;1291,9;1291,9
6180;1.1-1-7104;1818,32;1818,32;1818,32;1818,32;1818,32;1897,78;1897,78;1897,78;1897,78;1897,78
6181;1.1-1-7105;2100,82;2100,82;2100,82;2100,82;2100,82;2197,1;2197,1;2197,1;2197,1;2197,1
6182;1.1-1-7106;2419,16;2419,16;2419,16;2419,16;2419,16;2535,36;2535,36;2535,36;2535,36;2535,36
6183;1.1-1-7107;2815,96;2815,96;2815,96;2815,96;2815,96;2958,5;2958,5;2958,5;2958,5;2958,5
6184;1.1-1-7108;3070,8;3070,8;3070,8;3070,8;3070,8;3230,32;3230,32;3230,32;3230,32;3230,32
6185;1.1-1-7109;3484,8;3484,8;3484,8;3484,8;3484,8;3672,52;3672,52;3672,52;3672,52;3672,52
6186;1.1-1-7110;3790,12;3790,12;3790,12;3790,12;3790,12;3998,26;3998,26;3998,26;3998,26;3998,26
6187;1.1-1-7111;5046,68;5046,68;5046,68;5046,68;5046,68;5288,12;5288,12;5288,12;5288,12;5288,12
6188;1.1-1-7112;5393,22;5393,22;5393,22;5393,22;5393,22;5656,58;5656,58;5656,58;5656,58;5656,58
6189;1.1-1-7113;814,8;814,8;814,8;814,8;814,8;839,58;839,58;839,58;839,58;839,58
6190;1.1-1-7114;863,88;863,88;863,88;863,88;863,88;890,76;890,76;890,76;890,76;890,76
6191;1.1-1-7115;912,78;912,78;912,78;912,78;912,78;941,88;941,88;941,88;941,88;941,88
6192;1.1-1-7116;1004,88;1004,88;1004,88;1004,88;1004,88;1038,18;1038,18;1038,18;1038,18;1038,18
6193;1.1-1-7117;1074,3;1074,3;1074,3;1074,3;1074,3;1110,88;1110,88;1110,88;1110,88;1110,88
6194;1.1-1-7118;1136;1136;1136;1136;1136;1175,56;1175,56;1175,56;1175,56;1175,56
6195;1.1-1-7119;1311,4;1311,4;1311,4;1311,4;1311,4;1359,64;1359,64;1359,64;1359,64;1359,64
6196;1.1-1-7120;1320,82;1320,82;1320,82;1320,82;1320,82;1369,56;1369,56;1369,56;1369,56;1369,56
6197;1.1-1-7121;1925,52;1925,52;1925,52;1925,52;1925,52;2006,84;2006,84;2006,84;2006,84;2006,84
6198;1.1-1-7122;2224,36;2224,36;2224,36;2224,36;2224,36;2322,7;2322,7;2322,7;2322,7;2322,7
6199;1.1-1-7123;2561,02;2561,02;2561,02;2561,02;2561,02;2679,48;2679,48;2679,48;2679,48;2679,48
6200;1.1-1-7124;2980,56;2980,56;2980,56;2980,56;2980,56;3125,6;3125,6;3125,6;3125,6;3125,6
6201;1.1-1-7125;3250,6;3250,6;3250,6;3250,6;3250,6;3412,76;3412,76;3412,76;3412,76;3412,76
6202;1.1-1-7126;3703,88;3703,88;3703,88;3703,88;3703,88;3894,42;3894,42;3894,42;3894,42;3894,42
6203;1.1-1-7127;4019,36;4019,36;4019,36;4019,36;4019,36;4230,48;4230,48;4230,48;4230,48;4230,48
6204;1.1-1-7128;5315,46;5315,46;5315,46;5315,46;5315,46;5560,08;5560,08;5560,08;5560,08;5560,08
6205;1.1-1-7129;5681,34;5681,34;5681,34;5681,34;5681,34;5948,06;5948,06;5948,06;5948,06;5948,06
6206;1.1-1-7130;985,8;985,8;985,8;985,8;985,8;1014,84;1014,84;1014,84;1014,84;1014,84
6207;1.1-1-7131;1039,86;1039,86;1039,86;1039,86;1039,86;1071,16;1071,16;1071,16;1071,16;1071,16
6208;1.1-1-7132;1143,72;1143,72;1143,72;1143,72;1143,72;1179,44;1179,44;1179,44;1179,44;1179,44
6209;1.1-1-7133;1220,22;1220,22;1220,22;1220,22;1220,22;1259,3;1259,3;1259,3;1259,3;1259,3
6210;1.1-1-7134;1288,72;1288,72;1288,72;1288,72;1288,72;1330,9;1330,9;1330,9;1330,9;1330,9
6211;1.1-1-7135;1485,02;1485,02;1485,02;1485,02;1485,02;1536,16;1536,16;1536,16;1536,16;1536,16
6212;1.1-1-7136;1495,52;1495,52;1495,52;1495,52;1495,52;1547,16;1547,16;1547,16;1547,16;1547,16
6213;1.1-1-7137;2175,4;2175,4;2175,4;2175,4;2175,4;2260,46;2260,46;2260,46;2260,46;2260,46
6214;1.1-1-7138;2505,64;2505,64;2505,64;2505,64;2505,64;2608,1;2608,1;2608,1;2608,1;2608,1
6215;1.1-1-7139;2886,42;2886,42;2886,42;2886,42;2886,42;3009,4;3009,4;3009,4;3009,4;3009,4
6216;1.1-1-7140;3357,92;3357,92;3357,92;3357,92;3357,92;3507,92;3507,92;3507,92;3507,92;3507,92
6217;1.1-1-7141;3665,38;3665,38;3665,38;3665,38;3665,38;3832,8;3832,8;3832,8;3832,8;3832,8
6218;1.1-1-7142;4180,96;4180,96;4180,96;4180,96;4180,96;4377,24;4377,24;4377,24;4377,24;4377,24
6219;1.1-1-7143;4537,76;4537,76;4537,76;4537,76;4537,76;4754,88;4754,88;4754,88;4754,88;4754,88
6220;1.1-1-7144;5919,88;5919,88;5919,88;5919,88;5919,88;6170,94;6170,94;6170,94;6170,94;6170,94
6221;1.1-1-7145;6329,4;6329,4;6329,4;6329,4;6329,4;6602,82;6602,82;6602,82;6602,82;6602,82
6222;1.1-1-7146;1680,38;1680,38;1680,38;1680,38;1680,38;1734,4;1734,4;1734,4;1734,4;1734,4
6223;1.1-1-7147;1692,16;1692,16;1692,16;1692,16;1692,16;1746,7;1746,7;1746,7;1746,7;1746,7
6224;1.1-1-7148;2458,18;2458,18;2458,18;2458,18;2458,18;2546,98;2546,98;2546,98;2546,98;2546,98
6225;1.1-1-7149;2833,82;2833,82;2833,82;2833,82;2833,82;2940,4;2940,4;2940,4;2940,4;2940,4
6226;1.1-1-7150;3265,26;3265,26;3265,26;3265,26;3265,26;3392,74;3392,74;3392,74;3392,74;3392,74
6227;1.1-1-7151;3802,24;3802,24;3802,24;3802,24;3802,24;3957,22;3957,22;3957,22;3957,22;3957,22
6228;1.1-1-7152;4149,04;4149,04;4149,04;4149,04;4149,04;4321,7;4321,7;4321,7;4321,7;4321,7
6229;1.1-1-7153;4742,88;4742,88;4742,88;4742,88;4742,88;4944,84;4944,84;4944,84;4944,84;4944,84
6230;1.1-1-7154;5146,6;5146,6;5146,6;5146,6;5146,6;5369,72;5369,72;5369,72;5369,72;5369,72
6231;1.1-1-7155;6630,96;6630,96;6630,96;6630,96;6630,96;6888,42;6888,42;6888,42;6888,42;6888,42
6232;1.1-1-7156;7093,46;7093,46;7093,46;7093,46;7093,46;7373,58;7373,58;7373,58;7373,58;7373,58
6233;1.1-1-7157;2777,78;2777,78;2777,78;2777,78;2777,78;2870,96;2870,96;2870,96;2870,96;2870,96
6234;1.1-1-7158;3201,78;3201,78;3201,78;3201,78;3201,78;3313,14;3313,14;3313,14;3313,14;3313,14
6235;1.1-1-7159;3687,08;3687,08;3687,08;3687,08;3687,08;3819,82;3819,82;3819,82;3819,82;3819,82
6236;1.1-1-7160;4290,56;4290,56;4290,56;4290,56;4290,56;4451,32;4451,32;4451,32;4451,32;4451,32
6237;1.1-1-7161;4708,04;4708,04;4708,04;4708,04;4708,04;4886,82;4886,82;4886,82;4886,82;4886,82
6238;1.1-1-7162;5354,38;5354,38;5354,38;5354,38;5354,38;5563;5563;5563;5563;5563
6239;1.1-1-7163;5813,68;5813,68;5813,68;5813,68;5813,68;6043,8;6043,8;6043,8;6043,8;6043,8
6240;1.1-1-7164;7405;7405;7405;7405;7405;7669,96;7669,96;7669,96;7669,96;7669,96
6241;1.1-1-7165;7922,82;7922,82;7922,82;7922,82;7922,82;8210,74;8210,74;8210,74;8210,74;8210,74
6242;1.1-1-7166;4341,4;4341,4;4341,4;4341,4;4341,4;4480,16;4480,16;4480,16;4480,16;4480,16
6243;1.1-1-7167;5075,02;5075,02;5075,02;5075,02;5075,02;5242,44;5242,44;5242,44;5242,44;5242,44
6244;1.1-1-7168;5540,18;5540,18;5540,18;5540,18;5540,18;5726;5726;5726;5726;5726
6245;1.1-1-7169;6304,48;6304,48;6304,48;6304,48;6304,48;6520,72;6520,72;6520,72;6520,72;6520,72
6246;1.1-1-7170;6849,36;6849,36;6849,36;6849,36;6849,36;7087,5;7087,5;7087,5;7087,5;7087,5
6247;1.1-1-7171;8599,18;8599,18;8599,18;8599,18;8599,18;8872,68;8872,68;8872,68;8872,68;8872,68
6248;1.1-1-7172;9203,86;9203,86;9203,86;9203,86;9203,86;9500,74;9500,74;9500,74;9500,74;9500,74
6249;1.1-1-7173;6428,16;6428,16;6428,16;6428,16;6428,16;6622,72;6622,72;6622,72;6622,72;6622,72
6250;1.1-1-7174;7304,68;7304,68;7304,68;7304,68;7304,68;7530,42;7530,42;7530,42;7530,42;7530,42
6251;1.1-1-7175;7931,66;7931,66;7931,66;7931,66;7931,66;8179,8;8179,8;8179,8;8179,8;8179,8
6252;1.1-1-7176;9844,8;9844,8;9844,8;9844,8;9844,8;10129;10129;10129;10129;10129
6253;1.1-1-7177;10538,92;10538,92;10538,92;10538,92;10538,92;10846,98;10846,98;10846,98;10846,98;10846,98
6254;1.1-1-7178;571,44;571,44;571,44;571,44;571,44;571,44;571,44;571,44;571,44;571,44
6255;1.1-1-7179;596;596;596;596;596;596;596;596;596;596
6256;1.1-1-7180;615,26;615,26;615,26;615,26;615,26;615,26;615,26;615,26;615,26;615,26
6257;1.1-1-7181;650,56;650,56;650,56;650,56;650,56;650,56;650,56;650,56;650,56;650,56
6258;1.1-1-7182;677,46;677,46;677,46;677,46;677,46;677,46;677,46;677,46;677,46;677,46
6259;1.1-1-7183;699,92;699,92;699,92;699,92;699,92;699,92;699,92;699,92;699,92;699,92
6260;1.1-1-7184;760,9;760,9;760,9;760,9;760,9;760,9;760,9;760,9;760,9;760,9
6261;1.1-1-7185;764,1;764,1;764,1;764,1;764,1;764,1;764,1;764,1;764,1;764,1
6262;1.1-1-7186;959,98;959,98;959,98;959,98;959,98;959,98;959,98;959,98;959,98;959,98
6263;1.1-1-7187;1051,96;1051,96;1051,96;1051,96;1051,96;1051,96;1051,96;1051,96;1051,96;1051,96
6264;1.1-1-7188;1141,84;1141,84;1141,84;1141,84;1141,84;1141,84;1141,84;1141,84;1141,84;1141,84
6265;1.1-1-7189;1249,04;1249,04;1249,04;1249,04;1249,04;1249,04;1249,04;1249,04;1249,04;1249,04
6266;1.1-1-7190;1313,22;1313,22;1313,22;1313,22;1313,22;1313,22;1313,22;1313,22;1313,22;1313,22
6267;1.1-1-7191;1412,72;1412,72;1412,72;1412,72;1412,72;1412,72;1412,72;1412,72;1412,72;1412,72
6268;1.1-1-7192;1496,76;1496,76;1496,76;1496,76;1496,76;1496,76;1496,76;1496,76;1496,76;1496,76
6269;1.1-1-7193;1589,82;1589,82;1589,82;1589,82;1589,82;1589,82;1589,82;1589,82;1589,82;1589,82
6270;1.1-1-7194;1658,52;1658,52;1658,52;1658,52;1658,52;1658,52;1658,52;1658,52;1658,52;1658,52
6271;1.1-1-7195;670,48;670,48;670,48;670,48;670,48;670,48;670,48;670,48;670,48;670,48
6272;1.1-1-7196;697,58;697,58;697,58;697,58;697,58;697,58;697,58;697,58;697,58;697,58
6273;1.1-1-7197;720,18;720,18;720,18;720,18;720,18;720,18;720,18;720,18;720,18;720,18
6274;1.1-1-7198;761,62;761,62;761,62;761,62;761,62;761,62;761,62;761,62;761,62;761,62
6275;1.1-1-7199;793,42;793,42;793,42;793,42;793,42;793,42;793,42;793,42;793,42;793,42
6276;1.1-1-7200;819,8;819,8;819,8;819,8;819,8;819,8;819,8;819,8;819,8;819,8
6277;1.1-1-7201;895,88;895,88;895,88;895,88;895,88;895,88;895,88;895,88;895,88;895,88
6278;1.1-1-7202;899,66;899,66;899,66;899,66;899,66;899,66;899,66;899,66;899,66;899,66
6279;1.1-1-7203;1129,22;1129,22;1129,22;1129,22;1129,22;1129,22;1129,22;1129,22;1129,22;1129,22
6280;1.1-1-7204;1237,22;1237,22;1237,22;1237,22;1237,22;1237,22;1237,22;1237,22;1237,22;1237,22
6281;1.1-1-7205;1342,72;1342,72;1342,72;1342,72;1342,72;1342,72;1342,72;1342,72;1342,72;1342,72
6282;1.1-1-7206;1467,78;1467,78;1467,78;1467,78;1467,78;1467,78;1467,78;1467,78;1467,78;1467,78
6283;1.1-1-7207;1543,12;1543,12;1543,12;1543,12;1543,12;1543,12;1543,12;1543,12;1543,12;1543,12
6284;1.1-1-7208;1681,1;1681,1;1681,1;1681,1;1681,1;1681,1;1681,1;1681,1;1681,1;1681,1
6285;1.1-1-7209;1764,72;1764,72;1764,72;1764,72;1764,72;1764,72;1764,72;1764,72;1764,72;1764,72
6286;1.1-1-7210;1873,98;1873,98;1873,98;1873,98;1873,98;1873,98;1873,98;1873,98;1873,98;1873,98
6287;1.1-1-7211;1953,8;1953,8;1953,8;1953,8;1953,8;1953,8;1953,8;1953,8;1953,8;1953,8
6288;1.1-1-7212;959,78;959,78;959,78;959,78;959,78;959,78;959,78;959,78;959,78;959,78
6289;1.1-1-7213;989,8;989,8;989,8;989,8;989,8;989,8;989,8;989,8;989,8;989,8
6290;1.1-1-7214;1051,78;1051,78;1051,78;1051,78;1051,78;1051,78;1051,78;1051,78;1051,78;1051,78
6291;1.1-1-7215;1091,8;1091,8;1091,8;1091,8;1091,8;1091,8;1091,8;1091,8;1091,8;1091,8
6292;1.1-1-7216;1126,82;1126,82;1126,82;1126,82;1126,82;1126,82;1126,82;1126,82;1126,82;1126,82
6293;1.1-1-7217;1230,46;1230,46;1230,46;1230,46;1230,46;1230,46;1230,46;1230,46;1230,46;1230,46
6294;1.1-1-7218;1235,46;1235,46;1235,46;1235,46;1235,46;1235,46;1235,46;1235,46;1235,46;1235,46
6295;1.1-1-7219;1547,78;1547,78;1547,78;1547,78;1547,78;1547,78;1547,78;1547,78;1547,78;1547,78
6296;1.1-1-7220;1677,88;1677,88;1677,88;1677,88;1677,88;1677,88;1677,88;1677,88;1677,88;1677,88
6297;1.1-1-7221;1822,5;1822,5;1822,5;1822,5;1822,5;1822,5;1822,5;1822,5;1822,5;1822,5
6298;1.1-1-7222;1987,12;1987,12;1987,12;1987,12;1987,12;1987,12;1987,12;1987,12;1987,12;1987,12
6299;1.1-1-7223;2091,7;2091,7;2091,7;2091,7;2091,7;2091,7;2091,7;2091,7;2091,7;2091,7
6300;1.1-1-7224;2275,58;2275,58;2275,58;2275,58;2275,58;2275,58;2275,58;2275,58;2275,58;2275,58
6301;1.1-1-7225;2385,18;2385,18;2385,18;2385,18;2385,18;2385,18;2385,18;2385,18;2385,18;2385,18
6302;1.1-1-7226;2530,26;2530,26;2530,26;2530,26;2530,26;2530,26;2530,26;2530,26;2530,26;2530,26
6303;1.1-1-7227;2634,86;2634,86;2634,86;2634,86;2634,86;2634,86;2634,86;2634,86;2634,86;2634,86
6304;1.1-1-7228;1628,32;1628,32;1628,32;1628,32;1628,32;1628,32;1628,32;1628,32;1628,32;1628,32
6305;1.1-1-7229;1634,86;1634,86;1634,86;1634,86;1634,86;1634,86;1634,86;1634,86;1634,86;1634,86
6306;1.1-1-7230;2040,44;2040,44;2040,44;2040,44;2040,44;2040,44;2040,44;2040,44;2040,44;2040,44
6307;1.1-1-7231;2214,8;2214,8;2214,8;2214,8;2214,8;2214,8;2214,8;2214,8;2214,8;2214,8
6308;1.1-1-7232;2402,24;2402,24;2402,24;2402,24;2402,24;2402,24;2402,24;2402,24;2402,24;2402,24
6309;1.1-1-7233;2620,32;2620,32;2620,32;2620,32;2620,32;2620,32;2620,32;2620,32;2620,32;2620,32
6310;1.1-1-7234;2750,98;2750,98;2750,98;2750,98;2750,98;2750,98;2750,98;2750,98;2750,98;2750,98
6311;1.1-1-7235;2995,88;2995,88;2995,88;2995,88;2995,88;2995,88;2995,88;2995,88;2995,88;2995,88
6312;1.1-1-7236;3133,06;3133,06;3133,06;3133,06;3133,06;3133,06;3133,06;3133,06;3133,06;3133,06
6313;1.1-1-7237;3327,02;3327,02;3327,02;3327,02;3327,02;3327,02;3327,02;3327,02;3327,02;3327,02
6314;1.1-1-7238;3462,2;3462,2;3462,2;3462,2;3462,2;3462,2;3462,2;3462,2;3462,2;3462,2
6315;1.1-1-7239;2591,06;2591,06;2591,06;2591,06;2591,06;2591,06;2591,06;2591,06;2591,06;2591,06
6316;1.1-1-7240;2809,78;2809,78;2809,78;2809,78;2809,78;2809,78;2809,78;2809,78;2809,78;2809,78
6317;1.1-1-7241;3040,1;3040,1;3040,1;3040,1;3040,1;3040,1;3040,1;3040,1;3040,1;3040,1
6318;1.1-1-7242;3307,22;3307,22;3307,22;3307,22;3307,22;3307,22;3307,22;3307,22;3307,22;3307,22
6319;1.1-1-7243;3511,18;3511,18;3511,18;3511,18;3511,18;3511,18;3511,18;3511,18;3511,18;3511,18
6320;1.1-1-7244;3770,2;3770,2;3770,2;3770,2;3770,2;3770,2;3770,2;3770,2;3770,2;3770,2
6321;1.1-1-7245;3944,08;3944,08;3944,08;3944,08;3944,08;3944,08;3944,08;3944,08;3944,08;3944,08
6322;1.1-1-7246;4182,46;4182,46;4182,46;4182,46;4182,46;4182,46;4182,46;4182,46;4182,46;4182,46
6323;1.1-1-7247;4348,28;4348,28;4348,28;4348,28;4348,28;4348,28;4348,28;4348,28;4348,28;4348,28
6324;1.1-1-7248;4092,08;4092,08;4092,08;4092,08;4092,08;4092,08;4092,08;4092,08;4092,08;4092,08
6325;1.1-1-7249;4477,86;4477,86;4477,86;4477,86;4477,86;4477,86;4477,86;4477,86;4477,86;4477,86
6326;1.1-1-7250;4691,16;4691,16;4691,16;4691,16;4691,16;4691,16;4691,16;4691,16;4691,16;4691,16
6327;1.1-1-7251;5028,36;5028,36;5028,36;5028,36;5028,36;5028,36;5028,36;5028,36;5028,36;5028,36
6328;1.1-1-7252;5256,64;5256,64;5256,64;5256,64;5256,64;5256,64;5256,64;5256,64;5256,64;5256,64
6329;1.1-1-7253;5568,4;5568,4;5568,4;5568,4;5568,4;5568,4;5568,4;5568,4;5568,4;5568,4
